QC,Acc
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.603
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0']",0.603
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm']",0.603
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.603
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.603
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', '0']",0.603
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.603
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0']",0.603
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.603
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xm', 'Xm', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xm', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xm', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'Xm', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
"['U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'U1', 'X', 'X', 'X', 'X', 'X', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xn', 'Xm', 'Xm', 'Xm', '0', '0', '0', '0', '0', '0', '0', '0']",0.599
